year,competition_id
2007,1121297
2007,1121286
2007,1121290
2007,1121291
2007,1403610
2007,1403614
2007,1403604
2007,1403608
2007,1457167
2007,1457171
2007,1457161
2007,1457165
2007,1476050
2007,1476054
2007,1476044
2007,1476048
2007,1507289
2007,1507293
2007,1507283
2007,1507287
2007,1575493
2007,1575487
2007,1517183
2007,1517195
2007,1516252
2007,1517614
2007,1517527
2007,1519073
2007,1605771
2007,1605776
2007,1605765
2007,1600437
2007,1600441
2007,1600431
2007,1600435
2007,1679699
2007,1679693
2007,1743776
2007,1743780
2007,1743781
2007,1743774
2007,1828685
2007,1803344
2007,1803345
2007,1803341
2007,1803342
2007,1844631
2007,1844625
2007,1869568
2007,1869572
2007,1869562
2007,1869566
2007,1889715
2007,1889719
2007,1889709
2007,1889713
2007,1989855
2007,1989859
2007,1989849
2007,1989853
2007,2085085
2007,2085089
2007,2085079
2007,2085083
2007,2154156
2007,2154160
2007,2154150
2007,2043005
2007,2043009
2007,2042999
2007,2043003
2007,2209092
2007,2209086
2007,2155390
2007,2155394
2007,2155384
2007,2155388
2007,2184223
2007,2184227
2007,2184217
2007,2239331
2007,2240400
2007,2241016
2007,2239801
2007,2243842
2007,2243038
2007,2242869
2007,2249182
2007,2250900
2007,2250479
2007,2250402
2007,2250003
2007,2253761
2007,2253946
2007,2254503
2007,2746334
2007,2368330
2007,2368334
2007,2368324
2007,2368328
2007,2397727
2007,2397721
2007,2398485
2007,2398488
2007,2398491
2007,2398458
2007,2398470
2007,2746403
2007,2746407
2007,2746397
2007,2746401
2007,3044275
2007,3044279
2007,3044280
2007,3044269
2007,3044273
2007,3003810
2007,3003804
2007,3003808
2007,3071538
2007,3071542
2007,3071532
2007,3071536
2007,3163681
2007,3163685
2007,3163686
2007,3163675
2007,3163679
2007,3163680
2007,3333722
2007,3333716
2007,3263021
2007,3263024
2007,3263027
2007,3262994
2007,3263006
2007,3263012
2007,3643043
2007,3643044
2007,3643040
2007,3383031
2007,3384530
2007,3382206
2007,3381393
2007,3386017
2007,3387893
2007,3387537
2007,3389563
2007,3391341
2007,3389350
2007,3395190
2007,3396863
2007,3394326
2007,3397306
2007,3398062
2007,3398785
2007,3707122
2007,3707126
2007,3707127
2007,3707116
2007,3707120
2007,3707121
2007,3945861
2007,3945865
2007,3945866
2007,3945859
2007,3945860
2007,3945855
2007,3962473
2007,3962477
2007,3962478
2007,3962467
2007,3962487
2007,3962491
2007,3962481
2007,3962528
2007,3962532
2007,3962522
2007,3962526
2007,3962527
2007,3962515
2007,3962519
2007,3962509
2007,3962513
2007,3962556
2007,3962560
2007,3962550
2007,3962554
2007,3962542
2007,3962546
2007,3962536
2007,3962540
2007,4814045
2007,4814049
2007,4814039
2007,4814043
2007,4899617
2007,4899611
2007,4877680
2007,4877684
2007,4877685
2007,4877674
2007,4877678
2007,4877679
2007,4893954
2007,4893955
2007,4893956
2007,4893951
2007,4909386
2007,4909389
2007,4909395
2007,4909359
2007,4909371
2007,4909377
2007,4935972
2007,4935976
2007,4935966
2007,4935970
2007,4909431
2007,4909435
2007,4909436
2007,4909425
2007,4909429
2007,4909430
2007,4912190
2007,4912194
2007,4912184
2007,4912188
2007,4938327
2007,4940046
2007,4940314
2007,4938756
2007,4939533
2007,4941530
2007,4941731
2007,4940452
2007,4941040
2008,4967832
2008,4968627
2008,4967655
2008,4969667
2008,4968911
2008,4969619
2008,4973263
2008,4971465
2008,4973360
2008,4975465
2008,4980374
2008,4980378
2008,4980379
2008,4980368
2008,4980373
2008,4983768
2008,4983772
2008,4983773
2008,4983762
2008,4984608
2008,4995101
2008,4995105
2008,4995106
2008,4995095
2008,4995100
2008,4998674
2008,4998841
2008,4996594
2008,5002528
2008,4999222
2008,5002244
2008,5008410
2008,5008414
2008,5008415
2008,5008404
2008,5008408
2008,5008409
2008,5021292
2008,5014871
2008,5014875
2008,5014876
2008,5014877
2008,5014865
2008,5014869
2008,5014940
2008,5023144
2008,5024878
2008,5025213
2008,5027176
2008,5060687
2008,5060680
2008,5049292
2008,5051141
2008,5051541
2008,5052844
2008,5061682
2008,5061686
2008,5061687
2008,5061675
2008,5061679
2008,5061680
2008,5077106
2008,5077110
2008,5077099
2008,5077103
2008,5069582
2008,5069663
2008,5069704
2008,5068396
2008,5071729
2008,5071851
2008,5071889
2008,5070080
2008,5078138
2008,5078142
2008,5078131
2008,5078135
2008,5078889
2008,5078890
2008,5078886
2008,5078887
2008,5083414
2008,5083418
2008,5083419
2008,5083407
2008,5083411
2008,5083412
2008,5081799
2008,5081803
2008,5081804
2008,5081792
2008,5081796
2008,5081797
2008,5096489
2008,5096493
2008,5096494
2008,5096495
2008,5096482
2008,5096486
2008,5096488
2008,5117629
2008,5117633
2008,5117634
2008,5117622
2008,5117626
2008,5117627
2008,5108473
2008,5108477
2008,5108466
2008,5108470
2008,5123594
2008,5123598
2008,5123587
2008,5123591
2008,5162446
2008,5162439
2008,5156778
2008,5156782
2008,5156784
2008,5156771
2008,5156775
2008,5156777
2008,5129182
2008,5129382
2008,5129449
2008,5125274
2008,5126088
2008,5126675
2008,5133180
2008,5130267
2008,5133985
2008,5133888
2008,5133565
2008,5141744
2008,5135507
2008,5134744
2008,5134435
2008,5141067
2008,5142345
2008,5142106
2008,5142554
2008,5163613
2008,5163617
2008,5163606
2008,5169281
2008,5169285
2008,5169286
2008,5169287
2008,5169274
2008,5169278
2008,5169279
2008,5169280
2008,5165378
2008,5165382
2008,5165371
2008,5165375
2008,5173172
2008,5173176
2008,5173165
2008,5173169
2008,5196430
2008,5196434
2008,5196435
2008,5196423
2008,5196427
2008,5196428
2008,5206557
2008,5206561
2008,5206562
2008,5206563
2008,5206550
2008,5206554
2008,5206555
2008,5206556
2008,5205465
2008,5205469
2008,5205471
2008,5205458
2008,5205462
2008,5205464
2008,5209501
2008,5209505
2008,5209506
2008,5209498
2008,5209499
2008,5235491
2008,5216753
2008,5217923
2008,5215321
2008,5220772
2008,5218540
2008,5218600
2008,5220277
2008,5220657
2008,5225814
2008,5222902
2008,5221925
2008,5222260
2008,5228072
2008,5227885
2008,5225976
2008,5228193
2008,5257577
2008,5257578
2008,5257574
2008,5239759
2008,5239763
2008,5239752
2008,5277559
2008,5276671
2008,5279103
2008,5279997
2008,5281565
2008,5281663
2008,5281870
2008,5282283
2008,5283129
2008,5283512
2008,5284283
2008,5286007
2008,5289055
2008,5290259
2008,5289509
2008,5289144
2008,5291806
2008,5290982
2008,5291696
2008,5309230
2008,5382228
2008,5382232
2008,5382233
2008,5382221
2008,5382225
2008,5382226
2008,5393484
2008,5393488
2008,5393489
2008,5393490
2008,5393477
2008,5393481
2008,5393482
2008,5400293
2008,5428204
2008,5427707
2008,5427732
2008,5428011
2008,5428272
2008,5428368
2008,5428623
2008,5429374
2008,5459082
2008,5402675
2008,5403258
2008,5402701
2008,5402021
2008,5402942
2008,5403287
2008,5405826
2008,5405812
2008,5405406
2008,5403369
2008,5405176
2008,5405837
2008,5407269
2008,5406325
2008,5405919
2008,5452414
2008,5452418
2008,5452407
2008,5452411
2008,5459785
2008,5575660
2008,5470727
2008,5470730
2008,5470733
2008,5470736
2008,5470700
2008,5470712
2008,5470715
2008,5470718
2008,5461657
2008,5461661
2008,5461662
2008,5461650
2008,5461654
2008,5461655
2008,5521417
2008,5521421
2008,5521410
2008,5521414
2008,5521528
2008,5526437
2008,5526441
2008,5526430
2008,5526434
2008,5538960
2008,5538961
2008,5538962
2008,5538957
2008,5555950
2008,5555943
2008,5555965
2008,5555969
2008,5555958
2008,5555962
2008,5555980
2008,5555984
2008,5555973
2008,5555977
2008,5673915
2008,5672964
2008,5673542
2008,5674723
2008,5671973
2008,5671109
2008,5671637
2008,5672765
2008,5671053
2009,5582396
2009,5582326
2009,5582537
2009,5580666
2009,5582747
2009,5591263
2009,5588908
2009,5588912
2009,5588901
2009,5588905
2009,5588923
2009,5588927
2009,5588928
2009,5588916
2009,5673915
2009,5672964
2009,5673542
2009,5674723
2009,5671973
2009,5671109
2009,5671637
2009,5672765
2009,5671053
2009,5612641
2009,5612645
2009,5612646
2009,5612647
2009,5612634
2009,5612638
2009,5612639
2009,5612640
2009,5620309
2009,5621366
2009,5624480
2009,5624345
2009,5643801
2009,5644714
2009,5644355
2009,5643996
2009,5646158
2009,5646001
2009,5652341
2009,5652345
2009,5652334
2009,5652338
2009,5659331
2009,5659404
2009,5659439
2009,5659476
2009,5657726
2009,5661915
2009,5662053
2009,5662093
2009,5659883
2009,5676387
2009,5676497
2009,5675655
2009,5676190
2009,5676601
2009,5677012
2009,5612652
2009,5612653
2009,5612654
2009,5612649
2009,5612650
2009,5612651
2009,5708320
2009,5708321
2009,5688148
2009,5688682
2009,5689375
2009,5687557
2009,5690757
2009,5691541
2009,5691145
2009,5691097
2009,5698013
2009,5693633
2009,5694657
2009,5693969
2009,5693737
2009,5700931
2009,5698391
2009,5700996
2009,5589055
2009,5589059
2009,5589060
2009,5589048
2009,5589052
2009,5589053
2009,5719788
2009,5719781
2009,5657306
2009,5657310
2009,5657311
2009,5657312
2009,5657299
2009,5657303
2009,5657304
2009,5657305
2009,5747621
2009,5747625
2009,5747614
2009,5747618
2009,5747619
2009,5747620
2009,5758141
2009,5758160
2009,5756192
2009,5758084
2009,5761419
2009,5758565
2009,5761336
2009,5748394
2009,5748586
2009,5749395
2009,5749592
2009,5750169
2009,5591128
2009,5591132
2009,5591133
2009,5591121
2009,5591125
2009,5591126
2009,5774865
2009,5774869
2009,5774870
2009,5774858
2009,5774880
2009,5774884
2009,5774873
2009,5820805
2009,5820900
2009,5820761
2009,5821115
2009,5821617
2009,5822947
2009,5822355
2009,5829405
2009,5825425
2009,5825912
2009,5829013
2009,5828908
2009,5828733
2009,5829417
2009,5836095
2009,5830748
2009,5829739
2009,5829539
2009,5830412
2009,5840010
2009,5836564
2009,5774895
2009,5774899
2009,5774888
2009,5774892
2009,5774893
2009,5657421
2009,5657425
2009,5657414
2009,5657418
2009,5857293
2009,5857297
2009,5857298
2009,5857299
2009,5857286
2009,5857290
2009,5857291
2009,5857292
2009,5922960
2009,5922964
2009,5922965
2009,5922966
2009,5922953
2009,5922957
2009,5887975
2009,5888114
2009,5888390
2009,5888459
2009,5888546
2009,5888699
2009,6049275
2009,6049261
2009,5591223
2009,5591227
2009,5591228
2009,5591229
2009,5591216
2009,5591220
2009,5591221
2009,5591222
2009,5894746
2009,5895093
2009,5895094
2009,5895095
2009,5891604
2009,5893403
2009,5894919
2009,5894222
2009,5657467
2009,5657471
2009,5657473
2009,5657460
2009,5657464
2009,5657466
2009,5926571
2009,5927378
2009,5928828
2009,5927485
2009,5774955
2009,5774959
2009,5774960
2009,5774948
2009,5774952
2009,5774953
2009,5940893
2009,5940897
2009,5940886
2009,5940890
2009,5957862
2009,5957986
2009,5958010
2009,5957440
2009,5958531
2009,5958565
2009,5958043
2009,5958464
2009,5985013
2009,5990881
2009,5992415
2009,5989668
2009,5986275
2009,5986684
2009,5987107
2009,5990774
2009,5993290
2009,5994212
2009,5987854
2009,5990389
2009,5984968
2009,5993756
2009,5978361
2009,5983895
2009,5984599
2009,5989415
2009,5981376
2009,5982128
2009,5983616
2009,6038852
2009,6038838
2009,5774940
2009,5774933
2009,6055869
2009,6056229
2009,6056124
2009,6056026
2009,6055076
2009,6054873
2009,6055038
2009,6055061
2009,6066101
2009,6066154
2009,6063355
2009,6063442
2009,6063631
2009,6064414
2009,6058969
2009,6059647
2009,6061542
2009,6065068
2009,6061732
2009,6061778
2009,6062346
2009,6063005
2009,6064758
2009,6065746
2009,6065925
2009,6060876
2009,6061211
2009,6065428
2009,6066081
2009,6064320
2009,6063957
2009,6073702
2009,6078286
2009,5853706
2009,5853710
2009,5853711
2009,5853712
2009,5853699
2009,5853703
2009,5853704
2009,5853705
2009,5657577
2009,5657581
2009,5657582
2009,5657570
2009,5657574
2009,5657575
2009,5774985
2009,5774989
2009,5774990
2009,5774978
2009,5774982
2009,5774983
2009,6048154
2009,5853751
2009,5853755
2009,5853744
2009,5853721
2009,5853725
2009,5853726
2009,5853727
2009,5853714
2009,5853718
2009,5853719
2009,5853720
2009,6113864
2009,6114740
2009,6114262
2009,6113395
2009,6113116
2009,6113348
2009,6112283
2009,6114142
2009,5775015
2009,5775019
2009,5775020
2009,5775021
2009,5775008
2009,6138337
2009,6136538
2009,6137896
2009,6139409
2009,6134945
2009,6139046
2009,6134859
2009,6128015
2009,6134175
2009,6133980
2009,6131263
2009,6138245
2009,6139401
2009,6166013
2009,6166193
2009,6163470
2009,6163849
2009,6164579
2009,6164663
2009,6165034
2009,6165336
2009,6165962
2009,6164230
2009,6165131
2009,6165308
2009,6165533
2009,6165862
2009,6048208
2009,6048219
2009,6048194
2009,6048205
2009,6048206
2009,6170873
2009,6505409
2009,6504098
2009,6504673
2009,6505076
2009,6507298
2009,6506160
2009,6506647
2009,6506970
2009,6507223
2009,6508620
2009,6509257
2009,6509814
2009,6507983
2010,6191725
2010,6189744
2010,6191622
2010,6189456
2010,6189610
2010,6189696
2010,6186566
2010,6200128
2010,6200303
2010,6200795
2010,6199419
2010,6199270
2010,6199334
2010,6199411
2010,6200642
2010,6198149
2010,6199059
2010,6200665
2010,6200584
2010,6199549
2010,6200477
2010,6218199
2010,6217837
2010,6218110
2010,6219169
2010,6218879
2010,6219074
2010,6099200
2010,6099186
2010,6266969
2010,6266970
2010,6266971
2010,6505409
2010,6504098
2010,6504673
2010,6505076
2010,6507298
2010,6506160
2010,6506647
2010,6506970
2010,6507223
2010,6508620
2010,6509257
2010,6509814
2010,6507983
2010,6098544
2010,6098555
2010,6098557
2010,6098530
2010,6098541
2010,6098543
2010,6272622
2010,6272965
2010,6273958
2010,6272801
2010,6274129
2010,6274752
2010,6274858
2010,6292587
2010,6292598
2010,6292599
2010,6292600
2010,6292573
2010,6324998
2010,6324500
2010,6292584
2010,6292585
2010,6292586
2010,6325246
2010,6325380
2010,6325186
2010,6327172
2010,6330276
2010,6331021
2010,6331100
2010,6329618
2010,6331306
2010,6331146
2010,6287300
2010,6300918
2010,6300966
2010,6301020
2010,6301042
2010,6299031
2010,6298878
2010,6298974
2010,6298787
2010,6295834
2010,6099013
2010,6098999
2010,6098970
2010,6098981
2010,6098982
2010,6098956
2010,6098967
2010,6098968
2010,6292704
2010,6292715
2010,6292716
2010,6292717
2010,6292690
2010,6354111
2010,6354152
2010,6354196
2010,6353004
2010,6352883
2010,6352927
2010,6351103
2010,6381842
2010,6382883
2010,6382775
2010,6378875
2010,6379422
2010,6380502
2010,6382035
2010,6368125
2010,6375769
2010,6371389
2010,6371633
2010,6382392
2010,6376545
2010,6381433
2010,6378571
2010,6378669
2010,6380938
2010,6371979
2010,6372871
2010,6374777
2010,6099404
2010,6099415
2010,6099416
2010,6099390
2010,6099401
2010,6099402
2010,6414383
2010,6415027
2010,6413612
2010,6414180
2010,6410780
2010,6412446
2010,6411842
2010,6411940
2010,6413218
2010,6412625
2010,6414326
2010,6443629
2010,6444863
2010,6444763
2010,6439423
2010,6440162
2010,6442057
2010,6444016
2010,6425408
2010,6435527
2010,6436204
2010,6436546
2010,6444392
2010,6436937
2010,6442945
2010,6443307
2010,6443424
2010,6442468
2010,6430091
2010,6431143
2010,6434521
2010,6455940
2010,6455956
2010,6455968
2010,6455980
2010,6455881
2010,6455898
2010,6455910
2010,6455922
2010,6458739
2010,6459428
2010,6459528
2010,6459973
2010,6460091
2010,6459712
2010,6459908
2010,6460039
2010,6477601
2010,6480151
2010,6480469
2010,6475946
2010,6476692
2010,6476884
2010,6477697
2010,6478303
2010,6480345
2010,6480891
2010,6478077
2010,6478944
2010,6479138
2010,6479172
2010,6479200
2010,6479736
2010,6479413
2010,6480109
2010,6481044
2010,6472559
2010,6472905
2010,6473591
2010,6474158
2010,6474232
2010,6472873
2010,6471451
2010,6472375
2010,6472195
2010,6472288
2010,6473877
2010,6462555
2010,6462571
2010,6462583
2010,6462595
2010,6462496
2010,6462513
2010,6462525
2010,6499028
2010,6499054
2010,6499074
2010,6499100
2010,6499002
2010,6292852
2010,6292838
2010,6460574
2010,6460590
2010,6460602
2010,6460614
2010,6460515
2010,6460532
2010,6460556
2010,6460838
2010,6460854
2010,6460866
2010,6460779
2010,6460796
2010,6460808
2010,6516102
2010,6516986
2010,6516205
2010,6515071
2010,6544902
2010,6544950
2010,6544838
2010,6544056
2010,6543016
2010,6544750
2010,6544199
2010,6463143
2010,6463159
2010,6463171
2010,6463183
2010,6463084
2010,6463101
2010,6463113
2010,6463125
2010,6551031
2010,6551260
2010,6551535
2010,6550331
2010,6551830
2010,6550604
2010,6550391
2010,6549517
2010,6551438
2010,6559668
2010,6559987
2010,6558982
2010,6559176
2010,6559428
2010,6559489
2010,6559861
2010,6559909
2010,6559342
2010,6559764
2010,6560168
2010,6500211
2010,6500227
2010,6500239
2010,6500251
2010,6500152
2010,6500169
2010,6500193
2010,6563693
2010,6563885
2010,6563937
2010,6576611
2010,6577135
2010,6577287
2010,6573759
2010,6575033
2010,6575531
2010,6572046
2010,6576798
2010,6564984
2010,6571091
2010,6574554
2010,6576467
2010,6576535
2010,6572120
2010,6576051
2010,6564230
2010,6568338
2010,6569184
2010,6570003
2010,6571831
2010,6463477
2010,6463493
2010,6463505
2010,6463418
2010,6463435
2010,6463447
2010,6099705
2010,6588198
2010,6099716
2010,6099717
2010,6099691
2010,6588197
2010,6099702
2010,6099703
2010,6588199
2010,6588195
2010,6589132
2010,6588194
2010,6577654
2010,6577595
2010,6593825
2010,6594702
2010,6595164
2010,6595468
2010,6595773
2010,6596030
2010,6595931
2010,6592978
2010,6591922
2010,6592404
2010,6592856
2010,6592683
2010,6591091
2010,6500505
2010,6500521
2010,6500533
2010,6500545
2010,6500446
2010,6500463
2010,6500475
2010,6500487
2010,6467603
2010,6467619
2010,6467631
2010,6467544
2010,6467561
2010,6467573
2010,6293001
2010,6293012
2010,6292998
2010,6293013
2010,6293014
2010,6292987
2010,6467897
2010,6467913
2010,6467925
2010,6467937
2010,6467838
2010,6467855
2010,6467867
2010,6620435
2010,6620451
2010,6620463
2010,6620376
2010,6620393
2010,6620405
2010,6608226
2010,6608242
2010,6608167
2010,6608184
2010,6577884
2010,6577900
2010,6577825
2010,6577842
2010,6628109
2010,6628512
2010,6627638
2010,6628017
2010,6628608
2010,6628287
2010,6628472
2010,6643133
2010,6642781
2010,6640272
2010,6640613
2010,6641295
2010,6641393
2010,6642173
2010,6642266
2010,6641745
2010,6640970
2010,6641996
2010,6642448
2010,6641835
2010,6643314
2010,6293060
2010,6293071
2010,6293046
2010,6293057
2010,6293072
2010,6636323
2010,6636486
2010,6635613
2010,6635927
2010,6636091
2010,6608358
2010,6608299
2010,6666195
2010,6662877
2010,6663414
2010,6664341
2010,6666683
2010,6667298
2010,6666297
2010,6652676
2010,6659674
2010,6660869
2010,6666116
2010,6666486
2010,6661104
2010,6665520
2010,6665974
2010,6664816
2010,6656246
2010,6657097
2010,6658721
2010,6660509
2010,6468343
2010,6468359
2010,6468284
2010,6468301
2010,6469251
2010,6469267
2010,6469291
2010,6469192
2010,6469209
2010,6689533
2010,6689555
2010,6689457
2010,6689479
2010,6578032
2010,6578033
2010,6578035
2010,6578028
2010,6690035
2010,6690375
2010,6690517
2010,6690085
2010,6689932
2010,6689643
2010,6690587
2010,6501059
2010,6501075
2010,6501087
2010,6501099
2010,6501000
2010,6501017
2010,6501029
2010,6501041
2010,6745650
2010,6746440
2010,6746963
2010,6747327
2010,6747620
2010,6748311
2010,6748754
2010,6749118
2010,6749336
2010,6750790
2010,6751737
2010,6751291
2010,6747602
2011,6720386
2011,6719639
2011,6720128
2011,6712783
2011,6712864
2011,6712923
2011,6711163
2011,6710987
2011,6711073
2011,6709124
2011,6618943
2011,6618959
2011,6618884
2011,6618901
2011,6722628
2011,6726870
2011,6726569
2011,6727138
2011,6725582
2011,6725712
2011,6725539
2011,6725980
2011,6727686
2011,6727480
2011,6724646
2011,6725778
2011,6727500
2011,6727630
2011,6726004
2011,6727855
2011,6717802
2011,6717837
2011,6717724
2011,6743887
2011,6743683
2011,6744181
2011,6743989
2011,6741989
2011,6742552
2011,6742736
2011,6742778
2011,6742477
2011,6742319
2011,6742693
2011,6742945
2011,6741545
2011,6741943
2011,6742078
2011,6745650
2011,6746440
2011,6746963
2011,6747327
2011,6747620
2011,6748311
2011,6748754
2011,6749118
2011,6749336
2011,6750790
2011,6751737
2011,6751291
2011,6747602
2011,6752727
2011,6752750
2011,6752762
2011,6752780
2011,6752649
2011,6752673
2011,6752685
2011,6752703
2011,6780364
2011,6779489
2011,6779224
2011,6779232
2011,6780189
2011,6780653
2011,6778293
2011,6779254
2011,6779497
2011,6780538
2011,6787386
2011,6787471
2011,6787565
2011,6787659
2011,6785601
2011,6785125
2011,6785281
2011,6785437
2011,6783129
2011,6752823
2011,6752824
2011,6752825
2011,6752826
2011,6752819
2011,6752820
2011,6752821
2011,6752822
2011,6752946
2011,6752969
2011,6752981
2011,6752999
2011,6752868
2011,6752892
2011,6752904
2011,6752922
2011,6806896
2011,6806918
2011,6807830
2011,6806677
2011,6806019
2011,6807556
2011,6808041
2011,6806940
2011,6753266
2011,6753289
2011,6753301
2011,6753188
2011,6753212
2011,6753224
2011,6753358
2011,6753382
2011,6753394
2011,6753412
2011,6831862
2011,6801711
2011,6801734
2011,6801746
2011,6801764
2011,6801633
2011,6801657
2011,6801669
2011,6801687
2011,6718461
2011,6718483
2011,6718495
2011,6718385
2011,6718419
2011,6718407
2011,6837039
2011,6837091
2011,6837172
2011,6835364
2011,6835127
2011,6835175
2011,6835265
2011,6833149
2011,6753604
2011,6753626
2011,6753638
2011,6753528
2011,6753550
2011,6753562
2011,6917039
2011,6917131
2011,6917157
2011,6875617
2011,6875640
2011,6875652
2011,6944311
2011,6875539
2011,6875563
2011,6875575
2011,6944325
2011,6891677
2011,6892282
2011,6889737
2011,6889983
2011,6890240
2011,6890301
2011,6891117
2011,6891389
2011,6891809
2011,6892087
2011,6892238
2011,6888795
2011,6890358
2011,6890493
2011,6892028
2011,6892057
2011,6890572
2011,6874609
2011,6874632
2011,6874644
2011,6874662
2011,6874531
2011,6874555
2011,6874567
2011,6874585
2011,6941708
2011,6941730
2011,6941632
2011,6941654
2011,6753943
2011,6753865
2011,6917011
2011,6910371
2011,6911182
2011,6912895
2011,6914853
2011,6916358
2011,6916870
2011,6896569
2011,6905440
2011,6906533
2011,6915335
2011,6907214
2011,6914041
2011,6914421
2011,6914616
2011,6915806
2011,6913385
2011,6901150
2011,6902168
2011,6904473
2011,6906129
2011,6758454
2011,6758477
2011,6758489
2011,6758507
2011,6758376
2011,6758400
2011,6758412
2011,6758430
2011,6948408
2011,6949131
2011,6946946
2011,6951047
2011,6876230
2011,6876253
2011,6876265
2011,6876283
2011,6876152
2011,6876176
2011,6876188
2011,6876206
2011,6876398
2011,6876420
2011,6876432
2011,6876450
2011,6876322
2011,6876344
2011,6876356
2011,6876374
2011,6955171
2011,6954947
2011,6953155
2011,6754481
2011,6754503
2011,6754515
2011,6754405
2011,6754427
2011,6754439
2011,6777794
2011,6777817
2011,6777716
2011,6777740
2011,6777885
2011,6969524
2011,6970441
2011,6969620
2011,6968473
2011,6970574
2011,6971027
2011,6971180
2011,6971485
2011,6971927
2011,6970595
2011,6971620
2011,6971713
2011,6971763
2011,6971265
2011,6778136
2011,6778159
2011,6778171
2011,6778189
2011,6778058
2011,6778082
2011,6778094
2011,6778112
2011,6976136
2011,6976159
2011,6976171
2011,6976189
2011,6976058
2011,6976082
2011,6976094
2011,6976112
2011,6874867
2011,6874868
2011,6874869
2011,6874863
2011,6874864
2011,6874865
2011,6982411
2011,6982786
2011,6982905
2011,6982684
2011,6983195
2011,6981680
2011,6981907
2011,6981834
2011,6981797
2011,6980725
2011,6981517
2011,6982856
2011,7000912
2011,7001726
2011,6996382
2011,6997206
2011,6997744
2011,7000410
2011,7001407
2011,6999929
2011,6984989
2011,6992426
2011,6993602
2011,6995890
2011,6999737
2011,6993965
2011,6999310
2011,6999808
2011,7001587
2011,6998571
2011,6988691
2011,6989800
2011,6990662
2011,6993257
2011,6754990
2011,6755013
2011,6755025
2011,6754936
2011,6754948
2011,6754912
2011,7010535
2011,7010556
2011,7010622
2011,7010624
2011,7010568
2011,7010589
2011,7010621
2011,7010623
2011,7041414
2011,7041437
2011,7041336
2011,7041360
2011,7052496
2011,7053112
2011,7054242
2011,7051348
2011,7054012
2011,7050291
2011,7051048
2011,7050720
2011,7049423
2011,7054544
2011,7054747
2011,7054870
2011,6877760
2011,6877761
2011,6877762
2011,6877756
2011,6877757
2011,6877758
2011,7041744
2011,7041666
2011,7041744
2011,7041666
2011,7117202
2011,7117270
2011,7117403
2011,7116061
2011,7116569
2011,7117284
2011,7117365
2011,7115602
2011,7116136
2011,7116279
2011,7117134
2011,7116317
2011,6758624
2011,6758647
2011,6758659
2011,6758677
2011,6758546
2011,6758570
2011,6758582
2011,6758600
2011,7041826
2011,7041848
2011,7041914
2011,7133420
2011,7127444
2011,7127966
2011,7128487
2011,7130913
2011,7131954
2011,7133187
2011,7132438
2011,7117652
2011,7124130
2011,7125357
2011,7131235
2011,7125784
2011,7129940
2011,7130349
2011,7130707
2011,7129256
2011,7120890
2011,7121719
2011,7122597
2011,7124885
2011,7146873
2011,7147931
2011,7148086
2011,7147429
2011,7147567
2011,7147840
2011,6875330
2011,6875352
